1/16 tone piano,piano
10-string guitar,guitar
11-string guitar,guitar
12-string guitar,guitar
13-string guitar,guitar
5-string cello,cello
6-string guitar,guitar
7-string,guitar,guitar
8-string guitar,guitar
accordion,accordion
acoustic bass,bass
actor
actress
airmachine
alboka
alphorn,horn
alto,viola
alto flute,flute
alto guitar,guitar
alto horn,horn
alto recorder,recorder
alto saxophone,alto saxophone
alto trombone,trombone
angklung
archlute,lute
arpeggione
auraphon
bagpipe,bagpipe
balafon
balalaika
bamboo flute,flute
bandoneon,bandoneon
bandura
bangu
banjo,banjo
baritenor
baritone
baritone guitar,guitar
baritone saxophone,baritone saxophone
baroque bassoon,bassoon
baroque cello,cello
baroque flute,flute
baroque guitar,guitar
baroque oboe,oboe
baroque violin,violin
barrel organ,organ
baryton
bass,bass
bass clarinet,clarinet
bass drum,bass drum
bass flute,flute
bass guitar,bass
bass oboe,oboe
bass recorder,recorder
bass saxhorn,horn
bass saxophone,saxophone
bass trombone,trombone
bass tuba,tuba
bass violin,violin
bass-baritone
bass-dulzian
basset clarinet,clarinet
basset horn,horn
bassoon,bassoon
bayan
beguèna maridhia
bells,tubular bells
berimbau
birbynė
birds
biwa
bodhrán
body percussion,percussion
bombard
bombo legüero
bongo
bouzouki
bowed harp
boy alto
boy soprano
calabash
carillon
castanets
celesta,celesta
chalumeau
charango
child's voice
chitarra battente
chitarrone
choir soloist
choirmaster
cimbalom,cimbalom
citole
cittern
clarinet,clarinet
clarino
clavichord,clavichord
clavicymbalum
claviorganum
computer
concertmaster
conch shell
conga,conga
conn-o-sax
contrabass clarinet,clarinet
contrabass flute,flute
contrabass recorder,recorder
contrabass trombone,trombone
contrabassoon,contrabassoon
contraforte
contraguitar.guitar
contralto saxophone,saxophone
cor anglais,horn
cornet,cornet
corno da caccia
countertenor
cristal baschet
crotales
crumhorn
cuatro
daegum
daf
dan bau
darbuka
didgeridoo
dizi
djembe
domra
double bass,bass
double harp,harp
double-flute,flute
drums,drums
duduk
dulcian
dulcimer
dulzaina
duo dunia
electric bass,bass
electric cello,cello
electric clarinet﻿,clarinet
electric guitar,guitar
electric harp,harp
electric piano,piano
electric viola,viola
electric violin,violin
electronics
erhu
euphonium
fender rhodes,rhodes piano 
fiddle,violin
field recording
fife
flageolet
flauto di voce
floor polisher
flugelhorn,flugelhorn
flute,flute
flute d'amour,flute
fokker organ,organ
fortepiano,fortepiano
fortified piano,piano
gădulka
gambus
gamelan
gaohu
ghatam
gittern
glass harmonica,harmonica
glockenspiel,glockenspiel
gong,gong
gothic harp,harp
guan
guimbri
guiro
guitar,guitar
guitarrón
guqin
gusli
guzheng
gyil
haegeum
hammered dulcimer
hammerklavier,fortepiano
hammond organ,organ
hang
hardanger fiddle,violin
harmonica,harmonica
harmonium
harp,harp
harpsichord,harpsichord
harry partch instruments
haute-contre
hawaiian guitar,guitar
heckelphone
hichiriki
horn,horn
hulusi
hurdy-gurdy
hyperbass flute,flute
janggu
jarana jarocha
jew's harp,harp
jinghu
kalimba
kamancheh
kannel
kantele
kaval
kayagŭm
kazoo
kemenche
keyboards
khanjari
khene
kina cha viola,viola
kinetic instruments
kōauau
konghou
kora
koto
kudaragoto
laouto
leaf
likembe
lirone
lowrey organ,organ
lupophone
lur
lute,lute
lute-harpsichord
lyra da braccio
lyra viol
lyre
mandola
mandolin,mandolin
mandoloncello
mandora
maraca
marimba
marímbula
mechanical music automat
mellotron
melodica
metallophone
metronome
mey
mezzo-contralto
mezzo-soprano
microtonal guitar,guitar
microtonal tuba
monochord
moraharpa
morin khuur
mridangam
musette
music box
musical clock
musical glasses
musical saw
native american flute,flute
natural horn,horn
natural trumpet,trumpet
ney
ngoma drum,drum
ngoni
nyckelharpa
oboe,oboe
oboe da caccia,oboe
oboe d'amore,oboe
ocarina
omnichord
ondes martenot
ophicleide
organ,organ
organetto
orpharion
orphica
oud,oud
overtone flute,flute
paetzold recorder,recorder
pan flute,flute
pardessus de viole
pedal harpsichord,harpsichord
pedal steel guitar,guitar
percussion,percussion
phonograph
piano,piano
pianola
piccolo,piccolo
piccolo clarinet,clarinet
piccolo trumpet,trumpet
pipa
piri
plasmaht
posthorn,horn
prepared guitar,guitar
prepared piano,piano
producer
programming
psaltery
pukaea
pūtātara
qanun
qiang flute,flute
quena
quint bass guitar,guitar
quinton
radio
rain stick
rebab
rebec
recorder
regal
renaissance guitar,guitar
resonator guitar,guitar
romantic guitar,guitar
ruan
rubab
ryūteki
sackbut
sampler
santur
sanxian
sarangi
sarod
saxhorn
saxophone,saxophone
saz
serpent
setar
shakuhachi
shaman drum
shamisen
shawm
sheng
shinobue
shō
shofar
shoulder cello,cello
shruti box
singing bowl
siren
sitar,sitar
six-course guitar,guitar
slide trumpet,trumpet
snare drum,drum
sopilka
sopranino recorder,recorder
sopranino saxophone,saxophone
soprano
soprano recorder,recorder
soprano saxophone,saxophone
sound design
sound direction
sound effects
sound recording
speaker
spinet
square piano,piano
steel cello,cello
steel pan
strings
stroh violin,violin
suona
synthesizer,synthesizer
tabla
tabor
taiko
taille de hautbois
tambin
tambura
tam-tam
tangent piano,piano
tanpura
taonga pūoro
tap dance
tape
tar
tárogató
tenor
tenor crumhorn,horn
tenor recorder,recorder
tenor saxophone,tenor saxophone
tenor trombone,trombone
tenor viol,viol
tenor violin,violin
tenora
terz guitar,guitar
theorbo,theorbo
theremin
timpani,timpani
timple
tin whistle
tiple
tombak
toy organ,organ
toy piano,piano
trautonium
traverso
triangle,triangle
trimba
triple harp,harp
tromba marina
trombone,trombone
trumpet,trumpet
tuba,tuba
tumutumu
turntables
typewriter
udderbot
udu
ukulele
vacuum cleaner
various instruments
vibraphone,vibraphone
vihuela
viola,viola
viola bastarda,viola
viola da braccio,viola
viola da gamba,viola
viola d'amore,viola
viola d'arco,viola
violetta
violin,violin
violino d'amore,violin
violino piccolo,violin
violoncello,cello
violoncello piccolo,violoncello piccolo
violoncino
violone
virginal
voice
wagner tuba,tuba
waterphone
welte mignon piano,piano
welte mignon piano roll,piano
welte philharmonic organ,organ
whistle
whistler
woodwinds
xiao
xylophone,xylophone
xylorimba
yangqin
yaylı tambur
yueqin
zerbaghali
zheng
zhonghu
zink
zither
zurna
ondes martenot,ondes Martenot
duduk,duduk
whistle,whistle
cittern,cittern
